SourceOccurrenceKey,SourceID,SourceBook,Grade,Semester,SourceRow,Word,MatchKey,British,American,Definition,SourceFile
kepu_start3|g3-upper|r048|frog,kepu_start3,3年级上,3,上,48,frog,frog,[frɒɡ],[frɑːɡ],n. 青蛙;[铁路] 辙叉;饰扣 vi. 捕蛙,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r049|this,kepu_start3,3年级上,3,上,49,this,this,[ðɪs],[ðɪs],adj. 这;本;这个;今 pron. 这;这个;这里 adv. 这样地;这么,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r050|an,kepu_start3,3年级上,3,上,50,an,an,[ən],[ən; æn],art. 一(在元音音素前),科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r051|egg,kepu_start3,3年级上,3,上,51,egg,egg,[eɡ],[eɡ],n. 蛋;卵子;家伙;鸡蛋 vt. 煽动;怂恿,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r052|red,kepu_start3,3年级上,3,上,52,red,red,[red],[red],"n. 红色,红颜料;赤字 adj. 红色的;红肿的,充血的",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r053|hot,kepu_start3,3年级上,3,上,53,hot,hot,[hɒt],[hɑːt],adj. 热的;辣的;热情的;激动的;紧迫的 vt. 增加;给...加温 adv. 热;紧迫地 vi. 变热,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r054|that,kepu_start3,3年级上,3,上,54,that,that,[ðæt],[ðæt],conj. 因为;以至于 adj. 那;那个 pron. 那;那个 adv. 那么;那样,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r055|bun,kepu_start3,3年级上,3,上,55,bun,bun,[bʌn],[bʌn],n. 小圆面包 屁股 圆髻,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r056|rat,kepu_start3,3年级上,3,上,56,rat,rat,[ræt],[ræt],"n. 鼠;卑鄙小人,叛徒 vi. 捕鼠;背叛,告密",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r057|bag,kepu_start3,3年级上,3,上,57,bag,bag,[bæɡ],[bæɡ],"n. 袋;猎获物;(俚)一瓶啤酒 vt. 猎获;把...装入袋中;占据,私吞;使膨大 vi. 松垂",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r058|in,kepu_start3,3年级上,3,上,58,in,in,[ɪn],[ɪn],prep. 按照(表示方式);从事于;在...之内 n. 执政者;门路;知情者 adj. 在里面的;时髦的 adv. 进入;当选;(服装等)时髦;在屋里,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r059|cap,kepu_start3,3年级上,3,上,59,cap,cap,[kæp],[kæp],n. 盖;帽子 vt. 覆盖;胜过;给...戴帽;加盖于 vi. 脱帽致意,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r060|colour,kepu_start3,3年级上,3,上,60,colour,colour,[ˈkʌlə(r)],[ˈkʌlər],"n. 颜色;风格;气色,面色;外貌 vt. 把...涂颜色,粉饰;歪曲;使脸红 vi. 变色",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r061|blue,kepu_start3,3年级上,3,上,61,blue,blue,[bluː],[bluː],"adj. 蓝色的;沮丧的,忧郁的;下流的 n. 蓝色;[复数](美国海、陆、空三军穿的)蓝色制服;蓝颜料;[the blue(s)][用作单数或复数]布鲁斯(歌曲)(一种伤感的美国黑人民歌 vi. 变成蓝色,呈蓝色 vt. 把...染成蓝色;使成蓝色;给...用上蓝剂;用上蓝剂于",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r062|and,kepu_start3,3年级上,3,上,62,and,and,[ənd],[ənd; ən; n; ænd],"conj. 和,与;就;而且;但是;然后",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r063|box,kepu_start3,3年级上,3,上,63,box,box,[bɒks],[bɑːks],"n. 箱,盒子;包厢;一拳 vt. 拳击;装...入盒中;打耳光 vi. 拳击",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r064|black,kepu_start3,3年级上,3,上,64,black,black,[blæk],[blæk],n. 黑色;黑人;黑颜料 adj. 黑色的;黑人的;邪恶的 vt. 使变黑;把鞋油等涂在...上;把(眼眶)打成青肿 vi. 变黑,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r065|white,kepu_start3,3年级上,3,上,65,white,white,[waɪt],[waɪt],n. 白色;洁白;白种人 adj. 白色的;白种的;纯洁的,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r066|hat,kepu_start3,3年级上,3,上,66,hat,hat,[hæt],[hæt],n. 帽子 vt. 给......戴上帽子 vi. 供应帽子;制造帽子,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r067|mrs,kepu_start3,3年级上,3,上,67,Mrs,mrs,[ˈmɪsɪz],[ˈmɪsɪz],n. 太太;夫人(用于已婚妇女姓名前的尊称),科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r068|fine,kepu_start3,3年级上,3,上,68,fine,fine,[faɪn],[faɪn],"n. 罚款 adj. 好的;优良的;细小的,精美的;健康的;晴朗的 vt. 罚款;澄清 adv. 很好地;精巧地",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r069|mum,kepu_start3,3年级上,3,上,69,mum,mum,[mʌm],[mʌm],adj. 沉默的 n. 妈妈(口语);沉默;菊花 vi. 演哑剧 int. 别说话,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r070|nice,kepu_start3,3年级上,3,上,70,nice,nice,[naɪs],[naɪs],adj. 精密的;美好的;细微的;和蔼的,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r071|dad,kepu_start3,3年级上,3,上,71,dad,dad,[dæd],[dæd],n. 爸爸;爹爹,科普版三年级起点三年级上.xlsx
