NoteID,CanonicalWord,SenseLabel,British,American,MatchBasis,EvidenceSources,Resolution
KV001146,change,（使）不同；改变,[tʃeɪndʒ],[tʃeɪndʒ],change,staging:beijing_start1_staging|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start3_staging,auto-exact-unanimous
KV001147,quick,迅速的；快的,[kwɪk],[kwɪk],quick,staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001148,shower,淋浴,[ˈʃaʊə(r)],[ˈʃaʊər],shower,staging:guangzhou_start3_staging|staging:niujin_shanghai_start1_staging,auto-exact-unanimous
KV001153,drive,驾驶；开车,[draɪv],[draɪv],drive,staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:waiyan_start1_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001154,reuse,再次使用；重复使用,[ˌriːˈjuːz],[ˌriːˈjuːz],reuse,staging:hujiao_start3_staging|staging:niujin_shanghai_start1_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001155,own,自己的,[əʊn],[oʊn],own,staging:cambridge_join_start3_staging|staging:hujiao_start3_staging,auto-exact-unanimous
KV001156,market,集市；市场,[ˈmɑːkɪt],[ˈmɑːrkɪt],market,staging:guangzhou_start3_staging|staging:niujin_shanghai_start1_staging|staging:xiangshao_start3_staging,auto-exact-unanimous
KV001157,bottle,瓶子,[ˈbɒt(ə)l],[ˈbɑːtl],bottle,staging:beijing_start1_staging|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001158,top,（位置、级别或程度）最高的,[tɒp],[tɑːp],top,legacy:rj_start1-master|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:renjiao_start1_staging|staging:waiyan_start1_staging,auto-exact-unanimous
KV001159,useful,有用的；有益的,[ˈjuːsf(ə)l],[ˈjuːsfl],useful,staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001160,side,一面；一边,[saɪd],[saɪd],side,staging:cambridge_join_start3_staging,auto-exact-unanimous
KV001161,dinosaur,恐龙,[ˈdaɪnəsɔː(r)],[ˈdaɪnəsɔːr],dinosaur,staging:beishida_start1_staging|staging:beishida_start3_staging|staging:hujiao_start3_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001162,hall,大厅,[hɔːl],[hɔːl],hall,staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:xiangshao_start3_staging,auto-exact-unanimous
KV001163,than,比,[ðən; ðæn],[ðən; ðæn],than,staging:beishida_start1_staging|staging:beishida_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:xiangshao_start3_staging,auto-exact-unanimous
KV001164,kilogram,千克；公斤,[ˈkɪləɡræm],[ˈkɪləɡræm],kilogram,staging:beishida_start1_staging|staging:beishida_start3_staging|staging:hujiao_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001165,shadow,阴影；影子,[ˈʃædəʊ],[ˈʃædoʊ],shadow,staging:hujiao_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001166,become,开始变得；变成,[bɪˈkʌm],[bɪˈkʌm],become,staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001168,magazine,杂志,[ˌmæɡəˈziːn],[ˈmæɡəziːn],magazine,staging:beishida_start1_staging|staging:hujiao_start3_staging|staging:renjiao_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001169,lamp,台灯,[læmp],[læmp],lamp,staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001170,camp,野营,[kæmp],[kæmp],camp,staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001172,fish,钓鱼；捕鱼,[fɪʃ],[fɪʃ],fish,legacy:rj_start1-master|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001175,gift,礼物,[ɡɪft],[ɡɪft],gift,staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:guangzhou_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:xiangshao_start3_staging,auto-exact-unanimous
KV001176,off,从（某处）落下,[ɒf],[ɔːf],off,staging:kepu_start3_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001177,mule,骡子,[mjuːl],[mjuːl],mule,staging:renjiao_start3_staging,auto-exact-unanimous
KV001179,till,直到,[tɪl],[tɪl],till,staging:cambridge_join_start3_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001180,beach,海滩；沙滩,[biːtʃ],[biːtʃ],beach,staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging,auto-exact-unanimous
KV001181,basket,篮；筐,[ˈbɑːskɪt],[ˈbæskɪt],basket,staging:cambridge_join_start3_staging|staging:renjiao_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001182,part,角色,[pɑːt],[pɑːrt],part,staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:hujiao_start3_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001183,dining hall,饭厅,[ˈdaɪnɪŋ hɔːl],[ˈdaɪnɪŋ hɔːl],dining hall,staging:guangzhou_start3_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001184,gym,体育馆,[dʒɪm],[dʒɪm],gym,staging:beijing_start1_staging|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001185,ago,以前,[əˈɡəʊ],[əˈɡoʊ],ago,staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001186,cycling,骑自行车运动（或活动）,[ˈsaɪklɪŋ],[ˈsaɪklɪŋ],cycling,staging:renjiao_start3_staging,auto-exact-unanimous
KV001188,ice-skate,滑冰,[ˈaɪs skeɪt],[ˈaɪs skeɪt],ice-skate,staging:beishida_start1_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging,auto-exact-unanimous
KV001190,Internet,互联网,[ˈɪntənet],[ˈɪntərnet],internet,staging:beishida_start1_staging|staging:guangzhou_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
KV001191,nothing,没有什么,[ˈnʌθɪŋ],[ˈnʌθɪŋ],nothing,staging:beijing_start1_staging|staging:guangzhou_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging,auto-exact-unanimous
KV001192,cheetah,猎豹,[ˈtʃiːtə],[ˈtʃiːtə],cheetah,staging:renjiao_start3_staging,auto-exact-unanimous
KV001193,trip,绊倒,[trɪp],[trɪp],trip,staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging,auto-exact-unanimous
KV001194,dream,梦,[driːm],[driːm],dream,legacy:rj_start1-master|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:renjiao_start1_staging|staging:renjiao_start3_staging|staging:yilin_start3_staging,auto-exact-unanimous
